record_id,filer_id,filer_name,party,date,amount,payee_display,purpose_display,office,source_link,vendor_ids,vendor_names,vendor_groups,vendor_eras,confidences
20630490,BETTT--640,Tacoma Deserves Better,,2025-11-06,2207.03,"Prompt.io, Inc.",Text messages: Support John Hines,,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110332522,prompt_io,Prompt.io,political_specific,legacy,high
20630450,BETTT--640,Tacoma Deserves Better,,2025-10-21,1764.8,"Prompt.io, Inc.",Text messages: Support John Hines/Oppose Anders Ibsen,,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110332521,prompt_io,Prompt.io,political_specific,legacy,high
18322790,MULLM2 027,Mark Mullet,Democratic,2024-02-20,700.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110205049,calltime_ai,CallTime.AI,political_specific,legacy,high
19015973,MULLM2 027,Mark Mullet,Democratic,2024-08-19,900.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110244436,calltime_ai,CallTime.AI,political_specific,legacy,high
19112738,MULLM2 027,Mark Mullet,Democratic,2024-09-18,900.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110250335,calltime_ai,CallTime.AI,political_specific,legacy,high
18813382,MULLM2 027,Mark Mullet,Democratic,2024-06-18,900.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110233567,calltime_ai,CallTime.AI,political_specific,legacy,high
18322678,MULLM2 027,Mark Mullet,Democratic,2024-01-31,4437.85,Blue Wave Political Partners LLC,"Prompt.io (14419 Greenwood Ave N A-373 Seattle, WA 98133: Text Messaging (51453 Segments)",GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110205046,prompt_io,Prompt.io,political_specific,legacy,high
18322683,MULLM2 027,Mark Mullet,Democratic,2024-01-18,700.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110205046,calltime_ai,CallTime.AI,political_specific,legacy,high
17693483,MULLM2 027,Mark Mullet,Democratic,2023-08-18,700.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110172443,calltime_ai,CallTime.AI,political_specific,legacy,high
17693486,MULLM2 027,Mark Mullet,Democratic,2023-08-01,700.0,Liz Hall,Call Time AI: Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110172443,calltime_ai,CallTime.AI,political_specific,legacy,high
17851006,MULLM2 027,Mark Mullet,Democratic,2023-09-18,700.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110181765,calltime_ai,CallTime.AI,political_specific,legacy,high
19421375,MULLM2 027,Mark Mullet,Democratic,2024-11-21,900.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110263992,calltime_ai,CallTime.AI,political_specific,legacy,high
18064235,MULLM2 027,Mark Mullet,Democratic,2023-11-20,700.0,Call Time.ai,Software Expense,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110192980,calltime_ai,CallTime.AI,political_specific,legacy,high
19420033,MULLM2 027,Mark Mullet,Democratic,2024-10-21,900.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110263933,calltime_ai,CallTime.AI,political_specific,legacy,high
18653082,MULLM2 027,Mark Mullet,Democratic,2024-05-20,700.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110224544,calltime_ai,CallTime.AI,political_specific,legacy,high
18653083,MULLM2 027,Mark Mullet,Democratic,2024-05-22,174.89,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110224544,calltime_ai,CallTime.AI,political_specific,legacy,high
18171272,MULLM2 027,Mark Mullet,Democratic,2023-12-18,700.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110197172,calltime_ai,CallTime.AI,political_specific,legacy,high
18492178,MULLM2 027,Mark Mullet,Democratic,2024-04-18,700.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110214537,calltime_ai,CallTime.AI,political_specific,legacy,high
17980919,MULLM2 027,Mark Mullet,Democratic,2023-10-18,700.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110188854,calltime_ai,CallTime.AI,political_specific,legacy,high
19015849,MULLM2 027,Mark Mullet,Democratic,2024-07-17,900.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110244431,calltime_ai,CallTime.AI,political_specific,legacy,high
18403947,MULLM2 027,Mark Mullet,Democratic,2024-03-18,700.0,Call Time.ai,Software Rental,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110209664,calltime_ai,CallTime.AI,political_specific,legacy,high
19524731,MULLM2 027,Mark Mullet,Democratic,2024-12-16,-450.0,Call Time.ai,,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110267928,calltime_ai,CallTime.AI,political_specific,legacy,high
19524732,MULLM2 027,Mark Mullet,Democratic,2024-12-16,-900.0,Call Time.ai,,GOVERNOR,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110267928,calltime_ai,CallTime.AI,political_specific,legacy,high
19651496,23RDDD 370,23RD LD DEMOCRATS,Democratic,2025-02-20,264.84,Otter.AI.com,Video Notetaking service,,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110274067,otter_ai,Otter.ai,general_purpose,legacy,high
19651497,23RDDD 370,23RD LD DEMOCRATS,Democratic,2025-02-21,264.84,Otter.AI.com,Possible duplicate bill,,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110274067,otter_ai,Otter.ai,general_purpose,legacy,high
20652196,BALDC  007,Claudia Balducci,,2025-10-29,22.07,Rebecca Rego,"OpenAI (San Francisco, CA) - Subscription",COUNTY EXECUTIVE,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110333494,openai,OpenAI (ChatGPT),general_purpose,generative,high
19923143,BALDC  007,Claudia Balducci,,2025-05-13,22.07,Rebecca Rego,"OpenAI (San Francisco, CA) - Subscription",COUNTY EXECUTIVE,https://my.pdc.wa.gov/public/registrations/campaign-finance-report/110290672,openai,OpenAI (ChatGPT),general_purpose,generative,high
